OSM_ID,Street_Name,Latitude,Longitude,Category
45668983,Amman Circle,-29.6528855,31.0325897,English
98191794,Amod Road,-29.5568452,30.4129046,English
42644304,Amon Avenue,-29.879107,30.9097814,English
45082573,Amoora Road,-29.9491875,30.9770183,English
118846996,Amor Street,-29.6412998,30.3982406,English
45668979,Amora Drive,-29.6522215,31.0399509,English
879138259,Ampere Avenue,-27.8371822,29.9952138,English
44102693,Amrit Road,-29.8674734,30.8106142,English
45082572,Amritsar Place,-29.9535256,30.959632,English
99047286,Amritsar Road,-29.5526654,30.3850166,English
45880871,Amvale Place,-29.7112596,31.005145,English
89476278,Amy Wilson Drive,-29.5749635,30.2850151,English
94329100,Anchor Road,-28.5728822,29.789239,English
44359213,Anchova Place,-29.7686434,30.9791343,English
45242208,Ancketill Avenue,-29.9151378,31.0219782,English
42644305,Anderson Road,-29.8717281,30.8816768,English
39316279,Anderson Street,-27.7841556,30.778412,English
44099951,Andes Street,-29.8922194,30.8731431,English
99047356,Andhra Road,-29.5533215,30.3866584,English
45242209,Andora Road,-29.9178359,31.0106312,English
44004223,Andra Drive,-29.5398676,31.1366082,English
776026991,Andra Street,-28.5767374,29.7849011,English
167105281,Andreasen Street,-30.739033,30.4417241,English
853211766,Andrew Street,-29.4796839,30.2205967,English
44470406,Andrew Zondo Road,-30.0650198,30.8775767,English
89249313,Andries Pretorious Road,-29.640399,30.390236,English
94084495,Andries Pretorius Avenue,-27.7378148,29.9586498,English
71171294,Andries Pretorius Street,-28.8521282,30.0811257,English
45881401,Andromeda Street,-29.7033576,31.0009054,English
48667466,Anerley Lane,-29.817257,31.0232776,English
48667463,Anerley Road,-29.8175925,31.0227935,English
44358954,Anfield Close,-29.7732009,30.9475079,English
45471573,Anil Road,-29.7575054,31.0585875,English
44102165,Aniseed Avenue,-29.8745605,30.7889596,English
44446271,Anleno Road,-29.9152629,30.9693071,English
45471596,Ann Abor Road,-29.760411,31.063827,English
107915344,Ann Arbor Road,-30.2996344,30.7464462,English
177089875,Ann Arbour Road,-30.3857713,30.6864293,English
19541643,Ann Place,-29.7841106,30.8040579,English
181255504,Ann Sonnenberg Street,-29.4306602,30.5698496,English
42644306,Anna Road,-29.8696862,30.9169088,English
44470223,Anna Scheepers Road,-30.0705761,30.8510299,English
45082579,Annabella Place,-29.9439624,30.9769571,English
48610788,Annan Place,-29.7991413,31.0302485,English
860629974,Anne Barnard Road,-30.8555772,30.3458084,English
58516143,Anne Place,-29.7529122,30.8445354,English
253576967,Anne Road,-30.562529,30.5799095,English
87180013,Anne Stafford Drive,-29.5756557,30.3480318,English
45094644,Anne Street,-30.2041375,30.7907779,English
39349602,Annemoon Street,-27.7806518,30.805996,English
42897645,Annerley Road,-29.8019863,30.8610597,English
46695759,Annet Drive,-29.7914783,30.9310986,English
48085147,Annette Avenue,-29.742352,30.6823608,English
45242212,Anstey Road,-29.9221137,31.0192569,English
1117022114,Apex Drive,-29.4918747,31.2149429,English
43671629,Apex Place,-29.9314017,30.9374063,English
44460997,Aphula Place,-29.9968236,30.895532,English
125859468,Apollo Avenue,-28.7573272,31.8876961,English
45669148,Apollo Road,-29.6357231,31.0461915,English
43671922,Apollo Street,-29.9277572,30.9338352,English
44100029,Appalachian Street,-29.8918806,30.873779,English
48190241,Appalsamy Place,-29.6376857,31.0525554,English
44099950,Appennine Street,-29.890476,30.8718518,English
58515951,Apple Drive,-29.7752866,30.8676365,English
45445965,Apple Street,-29.6698008,31.0590849,English
142777075,Appledore Road,-30.8931289,30.3435882,English
45882783,Applewood Place,-29.6866233,31.0245059,English
45446625,Aquamarine Drive,-29.5817712,31.0850547,English
855390457,Aquaries Street,-28.5330256,29.8110453,English
98191785,Aquarius Avenue,-29.5590754,30.422179,English
135762388,Aquarius Close,-29.340145,31.266996,English
43672603,Aquarius Road,-29.9103914,30.9170387,English
135762389,Aquarius Street,-29.3405812,31.2671528,English
94078202,Aquila Avenue,-27.7162864,29.951498,English
45094543,Aquileia Avenue,-30.2130605,30.7855576,English
98645178,Arabian Drive,-29.5893328,30.4356218,English
44461076,Araucaria Place,-29.9971367,30.9105275,English
105532688,Araucaria Road,-30.1003651,30.8558662,English
1266321465,Aravalli Lane,-29.5453925,31.1886523,English
44013036,Arbee Drive,-29.5719891,31.1162213,English
43672190,Arbor Avenue,-29.9181131,30.8896772,English
44470224,Arbour Lane,-30.0510975,30.8781065,English
45094325,Arbour Road,-30.2391546,30.7830124,English
48667621,Arbuckle Road,-29.8285508,31.0261759,English
159327591,Arbuckle Street,-29.7394395,29.5151242,English
44470228,Arbuthnot Street,-30.0526282,30.8785745,English
48666951,Arcadia Road,-29.8385071,30.9938761,English
45880765,Arch Road,-29.7206597,31.0169025,English
45260276,Archary Road,-29.9112153,30.9864521,English
48782089,Archbell Road,-29.8772131,30.9813505,English
87322241,Archbell Street,-29.6014796,30.3829161,English
45880694,Archbridge Place,-29.7235107,31.0091621,English
71054304,Archibald Street,-28.9495037,31.7605047,English
51253816,Archie Gumede Drive,-29.6547887,30.377431,English
48572928,Archie Gumede Place,-29.8507151,31.0247059,English
45880532,Archstone Avenue,-29.7122576,30.9877408,English
45082580,Arcot Place,-29.9577865,30.9848726,English
46419388,Arctic Circle,-29.5161434,30.217061,English
44013035,Ardberg Avenue,-29.5796002,31.0882562,English
45881235,Ardford Place,-29.6923643,31.0033724,English
48610871,Ardrossan Road,-29.7765315,31.0217501,English
43671976,Arena Park Drive,-29.9167947,30.8775547,English
118841048,Ares Road,-29.6408909,30.3982137,English
1417210215,Argus Drive,-29.4579199,31.2350224,English
656362680,Argyle Drive,-30.8733913,30.3562709,English
808270299,Argyle Road,-30.9977812,30.263825,English
44103645,Argyll Road,-29.8430014,30.8639709,English
170710037,Argyll Street,-28.1496453,30.2368972,English
136289496,Ariel Drive,-29.3344198,31.2806457,English
94078157,Aries Avenue,-27.7118916,29.9442894,English
555009566,Aries Lane,-28.5341305,29.8096035,English
43672626,Aries Place,-29.9090426,30.9171672,English
46419392,Aries Road,-29.5160888,30.2196303,English
42644308,Ark Place,-29.8622678,30.8767147,English
44359020,Arkwest Place,-29.7828712,30.9595875,English
44370400,Armadale Road,-29.8986089,30.9546175,English
39739668,Armagh Avenue,-29.8503052,30.961695,English
67721225,Armitage Road,-29.5867513,30.3778377,English
45880814,Arnclay Close,-29.7152092,31.0118309,English
42897005,Arndt Street,-29.8430266,30.8409872,English
45884474,Arnewood Place,-29.6821821,31.026272,English
45882334,Arnham Place,-29.6926983,30.984046,English
45082581,Arniston Place,-29.9445883,30.9736015,English
38110038,Arnold Road,-29.8192379,31.0013944,English
46695854,Arnott Street,-29.7970733,30.9406853,English
45668894,Arolla Place,-29.6552843,31.0165964,English
48667359,Arran Road,-29.8229615,31.0185834,English
69082350,Arron Road,-30.825671,30.4027936,English
42644739,Arrow Lane,-29.8710214,30.8997392,English
45880909,Artclay Place,-29.7140169,31.017334,English
44359078,Artdale Close,-29.7714588,30.9593161,English
118841044,Artemis Road,-29.63808,30.3979673,English
44358971,Artfield Place,-29.7763813,30.9499357,English
289149183,Arthur Hopewell Highway,-29.7988687,30.7754027,English
44470225,Arthur Howes Road,-30.0388323,30.8784532,English
862052962,Arthur Leslie Drive,-29.5050041,31.2010356,English
44370304,Arthur Place,-29.8801205,30.9363099,English
95556030,Arthur Road,-29.5522994,30.4163267,English
94821286,Arthur Street,-30.8522839,30.3533122,English
118745648,Arthur Thompson Road,-29.5952904,30.413413,English
44013037,Arum Avenue,-29.5824431,31.0979677,English
820910406,Arum Lane,-29.0298014,29.464711,English
198023661,Arum Lily Street,-28.738106,32.0530599,English
42897081,Arum Place,-29.8291706,30.8460134,English
45242214,Arum Road,-29.925405,30.9987771,English
48667530,Arundel Close,-29.8467941,31.02901,English
42644307,Arundel Place,-29.8733838,30.8971274,English
44370204,Arundel Road,-29.8803438,30.9391417,English
45669097,As-safa Way,-29.6482152,31.0632402,English
45669098,As-salaam Road,-29.6476961,31.0639186,English
44121390,Ascot Close,-29.782053,30.8813355,English
48667167,Ascot Street,-29.8484694,31.0184669,English
43025860,Asigcini Close,-29.8572852,30.9433244,English
44215522,Asijiki Road,-29.969507,30.9048303,English
44099880,Asinamali Avenue,-29.8930293,30.847228,English
44426966,Asinamali Close,-29.9416942,30.9484881,English
43752011,Asiphile Avenue,-29.7813553,30.9110506,English
44461050,Asiphile Lane,-30.0057603,30.8867393,English
44461797,Asiphumi Place,-30.0077837,30.8870137,English
44216333,Asisebenze Close,-29.9543708,30.9103736,English
47710612,Asithuthuke Way,-29.7188319,30.9324836,English
44103458,Asizame Avenue,-29.8729545,30.8526738,English
438266542,Asizwane Way,-29.7255184,30.9615515,English
810379260,Asmal's Lane,-29.6453522,31.0478434,English
114201066,Asparagus Avenue,-27.7718139,29.8995381,English
