Street,Ground Truth,DTW Distance,Normalized DTW,Similarity,System Pitch,Ground Truth Pitch,System Duration,Ground Truth Duration,System Energy,Ground Truth Energy
Mgaga_Road,gt5.wav,21523.58470065078,239.150941118342,0.004164047808195839,194.40535637010453,249.1458768045831,0.672,2.82,0.15338502824306488,0.05479337275028229
Mgaga_Road,gt6.wav,34872.799534779566,268.252304113689,0.003713988644560532,194.40535637010453,132.21261114663065,0.672,4.14,0.15338502824306488,0.016091277822852135
Mgaga_Road,gt7.wav,17854.40127416398,184.06599251715446,0.005403477896714634,194.40535637010453,192.19759896360486,0.672,3.1,0.15338502824306488,0.050792329013347626
Mnyezane_Road,gt1.wav,36308.20954037536,250.401445106037,0.003977701876686574,185.19287237724305,194.6765325727693,0.832,4.6375,0.21555522084236145,0.027394160628318787
Mnyezane_Road,gt2.wav,18288.862334832902,215.16308629215177,0.00462613676161371,185.19287237724305,234.08873826167684,0.832,2.7,0.21555522084236145,0.08010830730199814
Mnyezane_Road,gt3.wav,16399.804050565574,268.84924673058316,0.0037057728050595507,185.19287237724305,120.52252292081408,0.832,1.92,0.21555522084236145,0.030976762995123863
Mnyezane_Road,gt4.wav,19884.515863142627,218.51116333123767,0.0045555769684980495,185.19287237724305,167.4997833618099,0.832,2.91,0.21555522084236145,0.056193623691797256
Mnyezane_Road,gt5.wav,20270.7530378545,266.7204347086119,0.003735239714101034,185.19287237724305,217.74018376470087,0.832,2.4,0.21555522084236145,0.036685843020677567
Mpevu_Road,gt1.wav,16850.225119803094,247.79742823239843,0.004019334151098672,180.33125652944898,132.29642019021418,0.928,2.1,0.20636506378650665,0.027874134480953217
Mpevu_Road,gt2.wav,14670.041441882868,164.83192631329064,0.006030201917276135,180.33125652944898,132.28987783318382,0.928,2.82,0.20636506378650665,0.07303503900766373
Mpevu_Road,gt3.wav,24947.85652098897,224.7554641530538,0.004429571632968482,180.33125652944898,135.7999063825101,0.928,3.54,0.20636506378650665,0.01791793294250965
Mpevu_Road,gt4.wav,15902.410143360747,189.31440646858033,0.005254462962398453,180.33125652944898,266.249240661253,0.928,2.4,0.20636506378650665,0.054126590490341187
Mpevu_Road,gt5.wav,11338.527431052255,171.7958701674584,0.005787175347598811,180.33125652944898,237.7407024874294,0.928,2.1,0.20636506378650665,0.13673776388168335
Mpevu_Road,gt6.wav,18054.052009953622,190.04265273635392,0.005234433178542793,180.33125652944898,154.1022946559565,0.928,3.015,0.20636506378650665,0.048790790140628815
Mpevu_Road,gt7.wav,22036.470363023327,207.8912298398427,0.004787180394153942,180.33125652944898,122.66437980906348,0.928,3.3,0.20636506378650665,0.027218081057071686
Mpevu_Road,gt8.wav,20199.53468340238,185.31683195782,0.005367201607562695,180.33125652944898,169.778134660671,0.928,3.485,0.20636506378650665,0.07294868677854538
Msobho_Road,gt1.wav,17330.095998219975,279.51767739064474,0.0035648377289514447,184.98810930208342,121.60444539273568,0.896,1.98,0.14611759781837463,0.031309884041547775
Msobho_Road,gt2.wav,17865.12823014134,270.6837610627476,0.0036807499870006653,184.98810930208342,109.17017357733718,0.896,2.1,0.14611759781837463,0.02970048040151596
Msobho_Road,gt3.wav,16787.12116620245,262.2987682219133,0.0037979668752463765,184.98810930208342,113.80010606722945,0.896,2.04,0.14611759781837463,0.030259065330028534
Msobho_Road,gt4.wav,42279.40177121857,291.5820811808177,0.003417844305311347,184.98810930208342,138.7786591694177,0.896,4.62,0.14611759781837463,0.013860562816262245
Msobho_Road,gt5.wav,35677.8614201839,283.15763031891987,0.003519173491409207,184.98810930208342,133.85975126328682,0.896,4.02,0.14611759781837463,0.016013581305742264
Msobho_Road,gt6.wav,20631.435492768273,231.81388194121655,0.0042952765172847,184.98810930208342,223.56378595929468,0.896,2.82,0.14611759781837463,0.05704642832279205
