OSM_ID,Street_Name,Latitude,Longitude
437741088,Amahobhe Close,-29.7289592,30.9496341
44215045,Amahubo Lane,-29.9588887,30.8914849
45096586,Amahwaqa Road,-30.1638882,30.7712368
775049154,Amajuba Close,-28.5309342,29.7750605
44358770,Amajuba Lane,-29.7744498,30.9324348
94063056,Amajuba Street,-27.7630458,29.9297523
47711079,Amakati Walk,-29.717615,30.9388272
43910843,Amakhono Close,-29.7357348,30.9568162
44214442,Amakhosi Walk,-29.9936296,30.895057
95096137,Amakhwenkwe Street,-28.2887412,31.4103721
44215389,Amalahle Lane,-29.9905895,30.8718215
1359419887,Amalda Avenue,-29.4703317,31.2628429
44216181,Amalombo Lane,-30.0034961,30.8829367
44069734,Amampunge Place,-30.0545352,30.8180994
42897002,Amand Place,-29.8396376,30.8361977
87439392,Amanda Crescent,-29.5584104,30.3918656
44099823,Amanda Godlo Place,-29.8880091,30.8314833
43910746,Amandawe Road,-29.7545087,30.9865808
44214772,Amandla Close,-29.9841326,30.8792051
47998513,Amandla Road,-29.8177698,30.6266055
39256783,Amandlacrest Way,-29.8546216,30.9765291
437988960,Amanqe Avenue,-29.7213408,30.9384942
43752252,Amanqe Close,-29.7700117,30.915033
209502169,Amansana Street,-28.6613998,32.0255875
39739655,Amanzibar Walk,-29.8527266,30.9669942
44013033,Amanzimnyama Hill Road,-29.5704547,31.1270157
43910443,Amanzimnyama Road,-29.7511374,30.9805529
43910473,Amanzimtoti Road,-29.7524235,30.9777999
438266554,Amaorange Road,-29.7273676,30.9599325
43025895,Amaphuphu Walk,-29.8546554,30.9414798
44069788,Amaqhawe Place,-30.0556264,30.8282272
45445629,Amaqhawe Street,-29.6641183,31.0695131
48391647,Amarshi Place,-29.7784197,31.0093433
48782276,Amaryllis Avenue,-29.8818826,30.9869711
42644301,Amaryllis Grove,-29.8638994,30.8921981
390436065,Amasethole Street,-28.8567561,31.8398434
198038342,Amashwidi Street,-28.8651859,31.9197036
44215602,Amasiko Walk,-29.9753395,30.8904288
43025931,Amasuville Walk,-29.8512874,30.9470613
48205893,Amatata Drive,-29.6338169,30.8582217
44358814,Amathanga Place,-29.7740491,30.9307553
44215722,Amathonsi Grove,-29.9855592,30.8841986
44358767,Amathuba Walk,-29.7732834,30.9320454
78623582,Amatikulu Avenue,-27.7224412,29.9728134
43910444,Amatikulu Road,-29.7516792,30.980721
124907253,Amaviyo Lane,-29.7277099,30.9596551
437741046,Amavondwe Close,-29.724624,30.9409343
44216315,Amawele Circle,-29.9599346,30.8948471
44216004,Amawele Lane,-29.9624072,30.8983955
706477403,Amawisa Avenue,-29.7435521,30.9444685
438008989,Amawundlu Avenue,-29.7342985,30.9449288
47711021,Amazambane Walk,-29.7185969,30.9385189
219628731,Amazibu Pan Loop,-28.3136114,32.4363057
182426915,Amazon Avenue,-29.2208236,29.9997341
89249393,Amazon Road,-29.6425167,30.4037625
45082570,Ambala Road,-29.9496643,30.958318
45260275,Ambar Road,-29.912536,30.9884179
43672572,Ambassador Road,-29.9225385,30.9251994
116636914,Amber Avenue,-29.4862957,30.2107776
45446613,Amber Drive,-29.583532,31.0869121
44470680,Amber Place,-30.0503619,30.8878085
44102144,Amber Road,-29.8718737,30.7995478
44359033,Amberdale Road,-29.7791868,30.9669711
45881287,Amblen Place,-29.6987329,30.9913584
45884390,Amblepalm Place,-29.6666187,31.0231061
42644302,Ambler Place,-29.8682728,30.9138379
45471728,Ambleside Avenue,-29.7479372,31.0638929
42897559,Ambleside Lane,-29.8191922,30.8831562
45082571,Ambleside Road,-29.9366644,30.9831242
100607880,Amcor Road,-27.7570945,29.9408501
44102667,Amdokwe Street,-29.8752839,30.8233462
119291398,Ameer Road,-28.0158517,30.0581185
44215496,Amehlo Close,-30.0018335,30.8767977
44359088,Amen Street,-29.7701469,30.9440177
43672188,Amenities Walk,-29.9229206,30.8918001
41571330,Amersham Road,-29.8169286,30.9221341
193666077,Amethyst Crescent,-29.5514022,30.4254368
45446614,Amethyst Drive,-29.5819564,31.0857091
42644303,Amethyst Place,-29.8706568,30.8923581
94078248,Amethyst drive,-27.7255646,29.9463733
